num,A,B,dH,dist,n,diff,date,calc_file,text_file,group,Original,month,year,codeA,typeA,nameA,groupA,rankA,codeB,typeB,nameB,groupB,rankB,Y1,X1,H1,Y2,X2,H2,dH_from_DB,dH_from_file,dH_diff,dist_from_DB,dist_from_file,dist_diff
1307,49F,363U,-9.69579,760,24,-1.09,398,990.RAW,40_lul49F-521A-50F.csv,luba_loops_main,49F 892 -969579 760 24 -109 398 990.RAW,3,1998,411135,main,49F,9,2,29745,main,363U,7,2,201655.006,464918.564,275.738,201233.447,465378.643,266.053,-9.685,-9.69579,0.01079,624,760,136
1308,52F,377U,-0.01167,25,2,-0.01,597,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,52F 15F -1167 25 2 -1 597 986.RAW,5,1997,415063,main,52F,9,3,29942,main,377U,7,2,195554,384853,12.93,195113.441,384996.784,12.918,-0.012,-0.01167,0.00033,463,25,438
1309,133U,134U,6.06381,1733,46,1.69,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,133U 134U 606381 1733 46 169 797 987.RAW,7,1997,29924,main,133U,7,3,29925,main,134U,7,3,199367.271,439435.605,401.02,198387.843,438301.012,407.085,6.065,6.06381,0.00119,1499,1733,234
1310,133U,282U,-2.18694,2120,59,-1.51,597,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,133U 282U -218694 2120 59 -151 597 986.RAW,5,1997,29924,main,133U,7,3,29855,main,282U,7,3,199367.271,439435.605,401.02,201251.129,439778.462,398.831,-2.189,-2.18694,0.00206,1915,2120,205
1311,134U,135U,-1.60507,1895,52,-0.54,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,134U 135U -160507 1895 52 -54 697 987.RAW,6,1997,29925,main,134U,7,3,415122,main,135U,9,3,198387.843,438301.012,407.085,197334,436877,405.482,-1.603,-1.60507,0.00207,1772,1895,123
1312,135U,137U,0.96502,241,10,0.04,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,135U 137U 96502 241 10 4 697 987.RAW,6,1997,415122,main,135U,9,3,29926,main,137U,7,3,197334,436877,405.482,197434.949,436712.872,406.448,0.966,0.96502,0.00098,193,241,48
1313,136U,138U,23.24382,1858,57,-1.66,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,136U 138U 2324382 1858 57 -166 797 987.RAW,7,1997,415123,main,136U,9,3,415124,main,138U,9,3,197518,436895,410.599,196250,435670,433.845,23.246,23.24382,0.00218,1763,1858,95
1314,137U,136U,4.1516,213,9,-0.54,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,137U 136U 415160 213 9 -54 797 987.RAW,7,1997,29926,main,137U,7,3,415123,main,136U,9,3,197434.949,436712.872,406.448,197518,436895,410.599,4.151,4.1516,0.0006,200,213,13
1315,138U,140U,4.01352,288,12,0.1,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,138U 140U 401352 288 12 10 697 987.RAW,6,1997,415124,main,138U,9,3,29927,main,140U,7,3,196250,435670,433.845,196080.049,435692.199,437.859,4.014,4.01352,0.00048,171,288,117
1316,139U,140U,1.16839,86,3,-0.38,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,139U 140U 116839 86 3 -38 797 987.RAW,7,1997,415125,main,139U,9,3,29927,main,140U,7,3,196160,435730,436.691,196080.049,435692.199,437.859,1.168,1.16839,0.00039,88,86,2
1317,141U,139U,-25.78406,2223,66,-1.9,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,141U 139U -2578406 2223 66 -190 797 987.RAW,7,1997,29928,main,141U,7,3,415125,main,139U,9,3,194692.868,434629.457,462.477,196160,435730,436.691,-25.786,-25.78406,0.00194,1834,2223,389
1318,141U,142U,-9.04728,1984,54,1.7,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,141U 142U -904728 1984 54 170 797 987.RAW,7,1997,29928,main,141U,7,3,29929,main,142U,7,3,194692.868,434629.457,462.477,193676.182,433076.349,453.432,-9.045,-9.04728,0.00228,1856,1984,128
1319,143U,142U,9.47051,1804,49,-1.66,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,143U 142U 947051 1804 49 -166 797 987.RAW,7,1997,29930,main,143U,7,3,29929,main,142U,7,3,193225.663,431396.253,443.963,193676.182,433076.349,453.432,9.469,9.47051,0.00151,1739,1804,65
1320,144U,145U,-1.83381,128,4,0.15,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,144U 145U -183381 128 4 15 797 987.RAW,7,1997,415126,main,144U,9,3,415127,main,145U,9,3,192350,429865,454.876,192470,429860,453.042,-1.834,-1.83381,0.00019,120,128,8
1321,145U,143U,-9.07695,1842,47,1.74,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,145U 143U -907695 1842 47 174 797 987.RAW,7,1997,415127,main,145U,9,3,29930,main,143U,7,3,192470,429860,453.042,193225.663,431396.253,443.963,-9.079,-9.07695,0.00205,1712,1842,130
1322,146U,144U,1.92638,98,3,-0.06,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,146U 144U 192638 98 3 -6 797 987.RAW,7,1997,29931,main,146U,7,3,415126,main,144U,9,3,192399.43,429825.734,452.95,192350,429865,454.876,1.926,1.92638,0.00038,63,98,35
1323,147U,146U,0.08541,1753,49,-1.93,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,147U 146U 8541 1753 49 -193 797 987.RAW,7,1997,29932,main,147U,7,3,29931,main,146U,7,3,191500.018,428460.833,452.866,192399.43,429825.734,452.95,0.084,0.08541,0.00141,1635,1753,118
1324,147U,149U,35.39235,3629,93,-1.95,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,147U 149U 3539235 3629 93 -195 797 987.RAW,7,1997,29932,main,147U,7,3,29934,main,149U,7,3,191500.018,428460.833,452.866,189054.599,426020.294,488.262,35.396,35.39235,0.00365,3455,3629,174
1325,149U,150U,21.40645,1686,50,1.5,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,149U 150U 2140645 1686 50 150 797 987.RAW,7,1997,29934,main,149U,7,3,29935,main,150U,7,3,189054.599,426020.294,488.262,187896.45,424921.246,509.67,21.408,21.40645,0.00155,1597,1686,89
1326,150U,151U,20.93561,1767,48,-1.86,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,150U 151U 2093561 1767 48 -186 797 987.RAW,7,1997,29935,main,150U,7,3,29936,main,151U,7,3,187896.45,424921.246,509.67,186502.641,423996.587,530.608,20.938,20.93561,0.00239,1673,1767,94
1327,152U,154U,1.39614,94,4,0.08,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,152U 154U 139614 94 4 8 797 987.RAW,7,1997,29937,main,152U,7,3,415121,main,154U,9,3,186086.448,423049.612,540.897,186000,423050,542.293,1.396,1.39614,0.00014,86,94,8
1328,153U,151U,-11.97028,1101,32,1.5,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,153U 151U -1197028 1101 32 150 797 987.RAW,7,1997,415120,main,153U,9,3,29936,main,151U,7,3,186450,423960,542.579,186502.641,423996.587,530.608,-11.971,-11.97028,0.00072,64,1101,1037
1329,154U,153U,0.28639,78,4,0.1,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,154U 153U 28639 78 4 10 797 987.RAW,7,1997,415121,main,154U,9,3,415120,main,153U,9,3,186000,423050,542.293,186450,423960,542.579,0.286,0.28639,0.00039,1015,78,937
1330,155U,152U,8.09917,1945,61,0.41,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,155U 152U 809917 1945 61 41 697 987.RAW,6,1997,29938,main,155U,7,3,29937,main,152U,7,3,185343.031,421342.722,532.8,186086.448,423049.612,540.897,8.097,8.09917,0.00217,1862,1945,83
1331,156U,155U,-19.4817,1919,61,0.76,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,156U 155U -1948170 1919 61 76 697 987.RAW,6,1997,29939,main,156U,7,3,29938,main,155U,7,3,185111.721,419602.335,552.283,185343.031,421342.722,532.8,-19.483,-19.4817,0.0013,1756,1919,163
1332,158U,160U,-1.43868,184,6,0.38,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,158U 160U -143868 184 6 38 697 987.RAW,6,1997,29941,main,158U,7,3,415129,main,160U,9,3,184074.372,417292.182,600.331,184070,417450,598.892,-1.439,-1.43868,0.00032,158,184,26
1333,159U,157U,-1.34153,729,22,-0.89,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,159U 157U -134153 729 22 -89 697 987.RAW,6,1997,415128,main,159U,9,3,29940,main,157U,7,3,184150,417100,596.154,184204.712,417858.327,594.811,-1.343,-1.34153,0.00147,760,729,31
1334,160U,159U,-2.73881,88,4,-0.17,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,160U 159U -273881 88 4 -17 697 987.RAW,6,1997,415129,main,160U,9,3,415128,main,159U,9,3,184070,417450,598.892,184150,417100,596.154,-2.738,-2.73881,0.00081,359,88,271
1335,181U,158U,-27.20464,1911,68,-1.41,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,181U 158U -2720464 1911 68 -141 697 987.RAW,6,1997,29895,main,181U,7,3,29941,main,158U,7,3,183894.502,415534.725,627.538,184074.372,417292.182,600.331,-27.207,-27.20464,0.00236,1767,1911,144
1336,181U,182U,16.33162,2214,69,1.78,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,181U 182U 1633162 2214 69 178 697 987.RAW,6,1997,29895,main,181U,7,3,29896,main,182U,7,3,183894.502,415534.725,627.538,184604.793,413847.989,643.872,16.334,16.33162,0.00238,1830,2214,384
1337,183U,182U,-25.42703,1828,61,-1.53,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,183U 182U -2542703 1828 61 -153 697 987.RAW,6,1997,29897,main,183U,7,3,29896,main,182U,7,3,184950.672,412163.556,669.301,184604.793,413847.989,643.872,-25.429,-25.42703,0.00197,1720,1828,108
1338,184U,183U,-9.66122,1867,64,1.8,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,184U 183U -966122 1867 64 180 697 987.RAW,6,1997,29898,main,184U,7,3,29897,main,183U,7,3,185763.241,410601.296,678.964,184950.672,412163.556,669.301,-9.663,-9.66122,0.00178,1761,1867,106
1339,185U,184U,-21.45644,1927,51,1.16,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,185U 184U -2145644 1927 51 116 697 987.RAW,6,1997,29899,main,185U,7,3,29898,main,184U,7,3,186705.85,409031.71,700.422,185763.241,410601.296,678.964,-21.458,-21.45644,0.00156,1831,1927,96
1340,186U,185U,-68.95503,1948,69,-1.56,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,186U 185U -6895503 1948 69 -156 797 987.RAW,7,1997,29900,main,186U,7,3,29899,main,185U,7,3,186386.419,407226.565,769.379,186705.85,409031.71,700.422,-68.957,-68.95503,0.00197,1833,1948,115
1341,187U,186U,-34.51097,1802,58,-0.89,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,187U 186U -3451097 1802 58 -89 697 987.RAW,6,1997,29901,main,187U,7,3,29900,main,186U,7,3,185562.456,405886.99,803.892,186386.419,407226.565,769.379,-34.513,-34.51097,0.00203,1573,1802,229
1342,188U,187U,10.29374,1916,54,1.66,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,188U 187U 1029374 1916 54 166 697 987.RAW,6,1997,29902,main,188U,7,3,29901,main,187U,7,3,185483.72,404153.071,793.6,185562.456,405886.99,803.892,10.292,10.29374,0.00174,1736,1916,180
1343,189U,188U,11.24584,1788,65,-1.27,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,189U 188U 1124584 1788 65 -127 697 987.RAW,6,1997,29903,main,189U,7,3,29902,main,188U,7,3,185718.752,402594.08,782.356,185483.72,404153.071,793.6,11.244,11.24584,0.00184,1577,1788,211
1344,189U,190U,-11.83231,1905,52,1.35,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,189U 190U -1183231 1905 52 135 697 987.RAW,6,1997,29903,main,189U,7,3,29904,main,190U,7,3,185718.752,402594.08,782.356,185938.627,400827.179,770.526,-11.83,-11.83231,0.00231,1781,1905,124
1345,191U,190U,68.28253,1825,89,-1.04,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,191U 190U 6828253 1825 89 -104 697 987.RAW,6,1997,29905,main,191U,7,3,29904,main,190U,7,3,186599.969,399319.221,702.245,185938.627,400827.179,770.526,68.281,68.28253,0.00153,1647,1825,178
1346,192U,193U,-5.27127,1403,40,0.14,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,192U 193U -527127 1403 40 14 697 987.RAW,6,1997,29906,main,192U,7,3,29907,main,193U,7,3,187139.762,397430.46,759.097,187764.691,396334.902,753.827,-5.27,-5.27127,0.00127,1261,1403,142
1347,194U,193U,-42.88321,1952,65,0.26,597,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,194U 193U -4288321 1952 65 26 597 987.RAW,5,1997,29908,main,194U,7,3,29907,main,193U,7,3,188080.884,394693.545,796.712,187764.691,396334.902,753.827,-42.885,-42.88321,0.00179,1672,1952,280
1348,195U,194U,54.85243,1990,68,0.45,597,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,195U 194U 5485243 1990 68 45 597 987.RAW,5,1997,29909,main,195U,7,3,29908,main,194U,7,3,187934.516,392849.726,741.862,188080.884,394693.545,796.712,54.85,54.85243,0.00243,1850,1990,140
1349,196U,195U,83.43563,2120,89,-1.21,597,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,196U 195U 8343563 2120 89 -121 597 987.RAW,5,1997,29910,main,196U,7,3,29909,main,195U,7,3,187333.84,390990.154,658.428,187934.516,392849.726,741.862,83.434,83.43563,0.00163,1954,2120,166
1350,197U,196U,-12.38434,1991,91,-2.08,297,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,197U 196U -1238434 1991 91 -208 297 987.RAW,2,1997,29911,main,197U,7,3,29910,main,196U,7,3,187530.541,389530.971,670.815,187333.84,390990.154,658.428,-12.387,-12.38434,0.00266,1472,1991,519
1351,199U,198U,167.97979,1842,137,-1.73,597,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,199U 198U 16797979 1842 137 -173 597 987.RAW,5,1997,29913,main,199U,7,3,29912,main,198U,7,3,188899.123,387188.881,389.753,188630.365,388315.741,557.731,167.978,167.97979,0.00179,1158,1842,684
1352,200U,199U,43.49327,2043,80,-1.18,697,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,200U 199U 4349327 2043 80 -118 697 987.RAW,6,1997,29914,main,200U,7,3,29913,main,199U,7,3,190249.882,385891.64,346.262,188899.123,387188.881,389.753,43.491,43.49327,0.00227,1873,2043,170
1353,201U,377U,-193.47601,3510,167,-1.45,797,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,201U 15F -19347601 3510 167 -145 797 987.RAW,7,1997,29915,main,201U,7,3,29942,main,377U,7,2,191918.948,385318.425,206.39,195113.441,384996.784,12.918,-193.472,-193.47601,0.00401,3211,3510,299
1354,283U,371U,44.75721,2372,63,-0.35,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,283U 50F 4475721 2372 63 -35 297 986.RAW,2,1997,29788,main,283U,7,3,29739,main,371U,7,2,205979.849,431168.206,101.254,206704.062,433065.091,146.012,44.758,44.75721,0.00079,2030,2372,342
1355,283U,284U,-0.29676,2234,50,0.65,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,283U 284U -29676 2234 50 65 297 986.RAW,2,1997,29788,main,283U,7,3,29789,main,284U,7,3,205979.849,431168.206,101.254,205560.457,429127.875,100.957,-0.297,-0.29676,0.00024,2083,2234,151
1356,284U,285U,-1.89624,2650,66,0.62,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,284U 285U -189624 2650 66 62 297 986.RAW,2,1997,29789,main,284U,7,3,29790,main,285U,7,3,205560.457,429127.875,100.957,205702.525,426604.526,99.06,-1.897,-1.89624,0.00076,2527,2650,123
1357,285U,3492,-3.77787,103,4,-0.08,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,285U 3492 -377787 103 4 -8 297 986.RAW,2,1997,29790,main,285U,7,3,415056,main,3492,9,2,205702.525,426604.526,99.06,205778.7,426609.9,95.282,-3.778,-3.77787,0.00013,76,103,27
1358,291U,290U,2.81902,2377,52,0.79,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,291U 290U 281902 2377 52 79 297 986.RAW,2,1997,29794,main,291U,7,3,29793,main,290U,7,3,203076.713,419297.911,65.189,203936.622,421417.136,68.006,2.817,2.81902,0.00202,2287,2377,90
1359,291U,292U,-2.38967,1713,42,-0.32,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,291U 292U -238967 1713 42 -32 297 986.RAW,2,1997,29794,main,291U,7,3,29795,main,292U,7,3,203076.713,419297.911,65.189,202414.575,417737.42,62.8,-2.389,-2.38967,0.00067,1695,1713,18
1360,293U,294U,-14.68592,1557,35,-1.33,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,293U 294U -1468592 1557 35 -133 397 986.RAW,3,1997,29796,main,293U,7,3,29797,main,294U,7,3,201566.391,410681.249,91.753,201256.682,409159.087,77.074,-14.679,-14.68592,0.00692,1553,1557,4
1361,294U,295U,32.80257,1891,59,-1.2,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,294U 295U 3280257 1891 59 -120 397 986.RAW,3,1997,29797,main,294U,7,3,29798,main,295U,7,5,201256.682,409159.087,77.074,200033.49,408254.929,109.87,32.796,32.80257,0.00657,1521,1891,370
1362,295U,296U,16.1988,3587,94,1.7,997,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,295U 296U 1619880 3587 94 170 997 986.RAW,9,1997,29798,main,295U,7,5,29799,main,296U,7,3,200033.49,408254.929,109.87,198621.455,405872.222,126.062,16.192,16.1988,0.0068,2770,3587,817
1363,295U,3500,-1.21139,78,2,0.21,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,295U 3500 -121139 78 2 21 397 986.RAW,3,1997,29798,main,295U,7,5,415020,main,3500,9,2,200033.49,408254.929,109.87,200057.3,408322.7,108.659,-1.211,-1.21139,0.00039,72,78,6
1364,296U,3607,0.26239,23,1,-0.09,897,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,296U 3607 26239 23 1 -9 897 986.RAW,8,1997,29799,main,296U,7,3,415027,main,3607,9,2,198621.455,405872.222,126.062,198746,405456,126.324,0.262,0.26239,0.00039,434,23,411
1365,297U,3602,-0.6368,32,1,0.03,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,297U 3602 -63680 32 1 3 397 986.RAW,3,1997,29800,main,297U,7,3,415022,main,3602,9,2,198905.034,398540.929,46.243,199039,399137,45.606,-0.637,-0.6368,0.0002,611,32,579
1366,298U,297U,3.78605,2630,70,-2.55,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,298U 297U 378605 2630 70 -255 397 986.RAW,3,1997,29801,main,298U,7,3,29800,main,297U,7,3,199041.463,395939.091,42.458,198905.034,398540.929,46.243,3.785,3.78605,0.00105,2605,2630,25
1367,298U,374U,-15.24474,3606,104,-3.1,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,298U 934 -1524474 3606 104 -310 397 986.RAW,3,1997,29801,main,298U,7,3,30276,main,374U,7,2,199041.463,395939.091,42.458,198686.849,392615.18,27.209,-15.249,-15.24474,0.00426,3343,3606,263
1368,299U,300U,5.78781,2493,52,-3.17,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,299U 300U 578781 2493 52 -317 297 986.RAW,2,1997,29802,main,299U,7,3,29803,main,300U,7,3,198680.487,391703.517,17.465,197675.148,389551.485,23.257,5.792,5.78781,0.00419,2375,2493,118
1369,300U,3605,0.32125,75,2,-0.12,497,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,300U 3605 32125 75 2 -12 497 986.RAW,4,1997,29803,main,300U,7,3,415025,main,3605,9,2,197675.148,389551.485,23.257,197703,389807,23.578,0.321,0.32125,0.00025,257,75,182
1370,288U,292U,-6.89346,2145,50,0.2,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,921 292U -689346 2145 50 20 297 986.RAW,2,1997,30275,main,288U,7,3,29795,main,292U,7,3,202847.746,415662.944,69.694,202414.575,417737.42,62.8,-6.894,-6.89346,0.00054,2119,2145,26
1371,372U,296U,-4.94113,1967,53,-1.13,897,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,928 296U -494113 1967 53 -113 897 986.RAW,8,1997,29752,main,372U,7,2,29799,main,296U,7,3,198589.606,403934.815,131.006,198621.455,405872.222,126.062,-4.944,-4.94113,0.00287,1938,1967,29
1372,373U,297U,-5.6391,1755,49,-1.64,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,930 297U -563910 1755 49 -164 397 986.RAW,3,1997,29753,main,373U,7,2,29800,main,297U,7,3,198835.208,400266.54,51.878,198905.034,398540.929,46.243,-5.635,-5.6391,0.0041,1727,1755,28
1373,374U,299U,-9.74556,954,24,-0.82,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,934 299U -974556 954 24 -82 397 986.RAW,3,1997,30276,main,374U,7,2,29802,main,299U,7,3,198686.849,392615.18,27.209,198680.487,391703.517,17.465,-9.744,-9.74556,0.00156,912,954,42
1374,3493,3492,17.82222,1815,60,1.23,297,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,3493 3492 1782222 1815 60 123 297 986.RAW,2,1997,415057,main,3493,9,3,415056,main,3492,9,2,206107,424898,77.461,205778.7,426609.9,95.282,17.821,17.82222,0.00122,1743,1815,72
1375,3499,294U,-0.26234,24,1,0.13,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,3499 294U -26234 24 1 13 397 986.RAW,3,1997,415019,main,3499,9,2,29797,main,294U,7,3,200989,409440,77.337,201256.682,409159.087,77.074,-0.263,-0.26234,0.00066,388,24,364
1376,3603,298U,-0.3036,39,1,-0.04,397,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,3603 298U -30360 39 1 -4 397 986.RAW,3,1997,415023,main,3603,9,2,29801,main,298U,7,3,199107,395894,42.762,199041.463,395939.091,42.458,-0.304,-0.3036,0.0004,80,39,41
1377,376U,52F,-7.51855,2233,60,1.22,597,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,3829B 52F -751855 2233 60 122 597 986.RAW,5,1997,29729,main,376U,7,3,415063,main,52F,9,3,196152.843,386846.108,20.449,195554,384853,12.93,-7.519,-7.51855,0.00045,2081,2233,152
1378,375U,300U,-19.05254,2217,65,0.54,497,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,3831B 300U -1905254 2217 65 54 497 986.RAW,4,1997,29730,main,375U,7,3,29803,main,300U,7,3,196632.626,388067.174,42.309,197675.148,389551.485,23.257,-19.052,-19.05254,0.00054,1814,2217,403
1379,375U,376U,-21.85971,1422,43,-1.16,597,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,3831B 3829B -2185971 1422 43 -116 597 986.RAW,5,1997,29730,main,375U,7,3,29729,main,376U,7,3,196632.626,388067.174,42.309,196152.843,386846.108,20.449,-21.86,-21.85971,0.00029,1312,1422,110
1380,191U,192U,56.84928,2084,59,-2.01,597,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,191U 192U 5684928 2084 59 -201 597 986.RAW,5,1997,29905,main,191U,7,3,29906,main,192U,7,3,186599.969,399319.221,702.245,187139.762,397430.46,759.097,56.852,56.84928,0.00272,1964,2084,120
1381,156U,157U,42.5259,2141,62,-0.41,697,986.RAW,41_lul50F-15F-282U.csv,luba_loops_main,156U 157U 4252590 2141 62 -41 697 986.RAW,6,1997,29939,main,156U,7,3,29940,main,157U,7,3,185111.721,419602.335,552.283,184204.712,417858.327,594.811,42.528,42.5259,0.0021,1966,2141,175
1382,290U,3493,9.45684,4577,136,3.08,897,987.RAW,41_lul50F-15F-282U.csv,luba_loops_main,290U 3493 945684 4577 136 308 897 987.RAW,8,1997,29793,main,290U,7,3,415057,main,3493,9,3,203936.622,421417.136,68.006,206107,424898,77.461,9.455,9.45684,0.00184,4102,4577,475
